日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2023-10-10,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,1600股,30.79,49264,1600股,-,0,12.32,全部成交,2023-10-10 10:00:00
2023-10-10,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,6900股,7.41,51129,6900股,-,0,12.78,全部成交,2023-10-10 10:00:00
2023-10-17,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-6900股,7.51,-51819,-6900股,-,690,64.77,全部成交,2023-10-17 10:00:00
2023-10-17,10:00:00,股票,三夫户外(002780.XSHE),买,市价单,4500股,11.87,53415,4500股,-,0,13.35,全部成交,2023-10-17 10:00:00
2023-10-24,10:00:00,股票,三夫户外(002780.XSHE),卖,市价单,-4500股,11.66,-52470,-4500股,-,-945,65.59,全部成交,2023-10-24 10:00:00
2023-10-31,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-10600股,14.01,-148506,-10600股,-,3180,185.63,全部成交,2023-10-31 10:00:00
2023-10-31,10:00:00,股票,英派斯(002899.XSHE),卖,市价单,-3400股,15.99,-54366,-3400股,-,3128,67.96,全部成交,2023-10-31 10:00:00
2023-10-31,10:00:00,股票,大洋生物(003017.XSHE),卖,市价单,-1600股,31.43,-50288,-1600股,-,1024,62.86,全部成交,2023-10-31 10:00:00
2023-10-31,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,141100股,2.17,306187,141100股,-,0,76.55,全部成交,2023-10-31 10:00:00
2023-11-07,10:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-42000股,10.86,-456120,-42000股,-,0,570.15,全部成交,2023-11-07 10:00:00
2023-11-07,10:00:00,股票,聚力文化(002247.XSHE),卖,市价单,-141100股,2.25,-317475,-141100股,-,11288,396.84,全部成交,2023-11-07 10:00:00
2023-11-07,10:00:00,股票,英派斯(002899.XSHE),买,市价单,24500股,15.75,385875,24500股,-,0,96.47,全部成交,2023-11-07 10:00:00
2023-11-07,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,27300股,14.15,386295,27300股,-,0,96.57,全部成交,2023-11-07 10:00:00
2023-11-21,10:00:00,股票,英派斯(002899.XSHE),卖,市价单,-24500股,16.82,-412090,-24500股,-,26215,515.11,全部成交,2023-11-21 10:00:00
2023-11-21,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,8900股,23.06,205234,8900股,-,0,51.31,全部成交,2023-11-21 10:00:00
2023-11-21,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,25800股,7.98,205884,25800股,-,0,51.47,全部成交,2023-11-21 10:00:00
2023-12-05,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-25800股,7.99,-206142,-25800股,-,258,257.68,全部成交,2023-12-05 10:00:00
2023-12-05,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,88200股,2.34,206388,88200股,-,0,51.6,全部成交,2023-12-05 10:00:00
2023-12-12,10:00:00,股票,聚力文化(002247.XSHE),卖,市价单,-88200股,2.29,-201978,-88200股,-,-4410,252.47,全部成交,2023-12-12 10:00:00
2023-12-12,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,26200股,7.7,201740,26200股,-,0,50.44,全部成交,2023-12-12 10:00:00
2023-12-19,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-26200股,7.87,-206194,-26200股,-,4454,257.74,全部成交,2023-12-19 10:00:00
2023-12-19,10:00:00,股票,英派斯(002899.XSHE),买,市价单,12300股,16.64,204672,12300股,-,0,51.17,全部成交,2023-12-19 10:00:00
2023-12-26,10:00:00,股票,大洋生物(003017.XSHE),卖,市价单,-8900股,24.58,-218762,-8900股,-,13528,273.45,全部成交,2023-12-26 10:00:00
2023-12-26,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,97600股,2.25,219600,97600股,-,0,54.9,全部成交,2023-12-26 10:00:00
2024-01-02,14:50:00,股票,中设股份(002883.XSHE),卖,市价单,-8700股,12.53,-109011,-8700股,-,7656,136.26,全部成交,2024-01-02 14:50:00
2024-01-02,14:50:00,股票,名雕股份(002830.XSHE),卖,市价单,-27300股,15.33,-418509,-27300股,-,32214,523.14,全部成交,2024-01-02 14:50:00
2024-01-02,14:50:00,股票,英派斯(002899.XSHE),卖,市价单,-12300股,17.15,-210945,-12300股,-,6273,263.68,全部成交,2024-01-02 14:50:00
2024-01-02,14:50:00,股票,聚力文化(002247.XSHE),卖,市价单,-97600股,2.37,-231312,-97600股,-,11712,289.14,全部成交,2024-01-02 14:50:00
2024-01-03,10:00:00,基金,银华日利(511880.XSHG),买,市价单,9600股,100.115,961104,9600股,-,0,0,全部成交,2024-01-03 10:00:00
2024-01-23,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-9600股,100.211,-962025.6,-9600股,-,921.6,0,全部成交,2024-01-23 10:00:00
2024-01-30,10:00:00,基金,银华日利(511880.XSHG),买,市价单,9600股,100.247,962371.2,9600股,-,0,0,全部成交,2024-01-30 10:00:00
2024-02-06,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-9600股,100.286,-962745.6,-9600股,-,374.4,0,全部成交,2024-02-06 10:00:00
2024-02-06,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,11400股,14.13,161082,11400股,-,0,40.27,全部成交,2024-02-06 10:00:00
2024-02-06,10:00:00,股票,宏达高科(002144.XSHE),买,市价单,22600股,7.14,161364,22600股,-,0,40.34,全部成交,2024-02-06 10:00:00
2024-02-06,10:00:00,股票,易明医药(002826.XSHE),买,市价单,24700股,6.53,161291,24700股,-,0,40.32,全部成交,2024-02-06 10:00:00
2024-02-06,10:00:00,股票,红墙股份(002809.XSHE),买,市价单,25100股,6.42,161142,25100股,-,0,40.29,全部成交,2024-02-06 10:00:00
2024-02-06,10:00:00,股票,桂发祥(002820.XSHE),买,市价单,23300股,6.91,161003,23300股,-,0,40.25,全部成交,2024-02-06 10:00:00
2024-02-06,10:00:00,股票,天津普林(002134.XSHE),买,市价单,28100股,5.74,161294,28100股,-,0,40.32,全部成交,2024-02-06 10:00:00
2024-02-07,10:00:00,股票,大洋生物(003017.XSHE),卖,市价单,-11400股,14.07,-160398,-11400股,-,-684,200.5,全部成交,2024-02-07 10:00:00
2024-02-07,10:00:00,股票,宏达高科(002144.XSHE),卖,市价单,-22600股,7.56,-170856,-22600股,-,9492,213.57,全部成交,2024-02-07 10:00:00
2024-02-07,10:00:00,股票,易明医药(002826.XSHE),卖,市价单,-24700股,6.21,-153387,-24700股,-,-7904,191.73,全部成交,2024-02-07 10:00:00
2024-02-07,10:00:00,股票,红墙股份(002809.XSHE),卖,市价单,-25100股,6.61,-165911,-25100股,-,4769,207.39,全部成交,2024-02-07 10:00:00
2024-02-07,10:00:00,股票,桂发祥(002820.XSHE),卖,市价单,-23300股,7.09,-165197,-23300股,-,4194,206.5,全部成交,2024-02-07 10:00:00
2024-02-07,10:00:00,股票,天津普林(002134.XSHE),卖,市价单,-28100股,5.82,-163542,-28100股,-,2248,204.43,全部成交,2024-02-07 10:00:00
2024-02-07,14:00:00,基金,银华日利(511880.XSHG),买,市价单,9700股,100.283,972745.1,9700股,-,0,0,全部成交,2024-02-07 14:00:00
2024-02-19,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-9700股,100.341,-973307.7,-9700股,-,562.6,0,全部成交,2024-02-19 10:00:00
2024-02-19,14:00:00,基金,银华日利(511880.XSHG),买,市价单,9700股,100.344,973336.8,9700股,-,0,0,全部成交,2024-02-19 14:00:00
2024-02-20,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-9700股,100.351,-973404.7,-9700股,-,67.9,0,全部成交,2024-02-20 10:00:00
2024-02-20,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,127700股,1.28,163456,127700股,-,0,40.86,全部成交,2024-02-20 10:00:00
2024-02-20,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,18300股,8.92,163236,18300股,-,0,40.81,全部成交,2024-02-20 10:00:00
2024-02-20,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,33700股,4.84,163108,33700股,-,0,40.78,全部成交,2024-02-20 10:00:00
2024-02-20,10:00:00,股票,登云股份(002715.XSHE),买,市价单,18300股,8.93,163419,18300股,-,0,40.85,全部成交,2024-02-20 10:00:00
2024-02-20,10:00:00,股票,联诚精密(002921.XSHE),买,市价单,16000股,10.16,162560,16000股,-,0,40.64,全部成交,2024-02-20 10:00:00
2024-02-20,10:00:00,股票,英派斯(002899.XSHE),买,市价单,14100股,11.55,162855,14100股,-,0,40.71,全部成交,2024-02-20 10:00:00
2024-02-21,14:00:00,股票,联诚精密(002921.XSHE),卖,市价单,-16000股,11.23,-179680,-16000股,-,17120,224.6,全部成交,2024-02-21 14:00:00
2024-02-26,14:00:00,股票,登云股份(002715.XSHE),卖,市价单,-18300股,11.07,-202581,-18300股,-,39162,253.23,全部成交,2024-02-26 14:00:00
2024-02-27,10:00:00,股票,英派斯(002899.XSHE),卖,市价单,-14100股,12.69,-178929,-14100股,-,16074,223.66,全部成交,2024-02-27 10:00:00
2024-02-27,10:00:00,股票,登云股份(002715.XSHE),买,市价单,16600股,11.25,186750,16600股,-,0,46.69,全部成交,2024-02-27 10:00:00
2024-02-27,10:00:00,股票,中设股份(002883.XSHE),买,市价单,19200股,9.77,187584,19200股,-,0,46.9,全部成交,2024-02-27 10:00:00
2024-02-27,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,10200股,18.31,186762,10200股,-,0,46.69,全部成交,2024-02-27 10:00:00
2024-02-29,10:00:00,股票,聚力文化(002247.XSHE),卖,市价单,-127700股,1.52,-194104,-127700股,-,30648,242.63,全部成交,2024-02-29 10:00:00
2024-02-29,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-18300股,10.28,-188124,-18300股,-,24888,235.16,全部成交,2024-02-29 10:00:00
2024-02-29,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-33700股,5.56,-187372,-33700股,-,24264,234.22,全部成交,2024-02-29 10:00:00
2024-02-29,10:00:00,股票,登云股份(002715.XSHE),卖,市价单,-16600股,10.26,-170316,-16600股,-,-16434,212.9,全部成交,2024-02-29 10:00:00
2024-02-29,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-19200股,9.4,-180480,-19200股,-,-7104,225.6,全部成交,2024-02-29 10:00:00
2024-02-29,10:00:00,股票,大洋生物(003017.XSHE),卖,市价单,-10200股,17.22,-175644,-10200股,-,-11118,219.56,全部成交,2024-02-29 10:00:00
2024-02-29,14:00:00,基金,银华日利(511880.XSHG),买,市价单,10900股,100.378,1094120.2,10900股,-,0,0,全部成交,2024-02-29 14:00:00
2024-03-05,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-10900股,100.421,-1094588.9,-10900股,-,468.7,0,全部成交,2024-03-05 10:00:00
2024-03-05,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,240500股,1.52,365560,240500股,-,0,91.39,全部成交,2024-03-05 10:00:00
2024-03-05,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,35600股,10.25,364900,35600股,-,0,91.22,全部成交,2024-03-05 10:00:00
2024-03-05,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,66700股,5.48,365516,66700股,-,0,91.38,全部成交,2024-03-05 10:00:00
2024-03-12,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-35600股,11.13,-396228,-35600股,-,31328,495.28,全部成交,2024-03-12 10:00:00
2024-03-12,10:00:00,股票,中设股份(002883.XSHE),买,市价单,41800股,9.47,395846,41800股,-,0,98.96,全部成交,2024-03-12 10:00:00
2024-03-19,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-66700股,6.64,-442888,-66700股,-,77372,553.61,全部成交,2024-03-19 10:00:00
2024-03-19,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,38400股,11.52,442368,38400股,-,0,110.59,全部成交,2024-03-19 10:00:00
2024-04-01,14:50:00,股票,聚力文化(002247.XSHE),卖,市价单,-240500股,1.74,-418470,-240500股,-,52910,523.09,全部成交,2024-04-01 14:50:00
2024-04-01,14:50:00,股票,中设股份(002883.XSHE),卖,市价单,-41800股,10.55,-440990,-41800股,-,45144,551.24,全部成交,2024-04-01 14:50:00
2024-04-01,14:50:00,股票,名雕股份(002830.XSHE),卖,市价单,-38400股,11.89,-456576,-38400股,-,14208,570.72,全部成交,2024-04-01 14:50:00
2024-04-02,10:00:00,基金,银华日利(511880.XSHG),买,市价单,13000股,100.571,1307423,13000股,-,0,0,全部成交,2024-04-02 10:00:00
2024-04-17,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-13000股,100.625,-1308125,-13000股,-,702,0,全部成交,2024-04-17 10:00:00
2024-04-23,10:00:00,基金,银华日利(511880.XSHG),买,市价单,13000股,100.654,1308502,13000股,-,0,0,全部成交,2024-04-23 10:00:00
2024-05-07,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-13000股,100.713,-1309269,-13000股,-,767,0,全部成交,2024-05-07 10:00:00
2024-05-07,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,56300股,7.79,438577,56300股,-,0,109.64,全部成交,2024-05-07 10:00:00
2024-05-07,10:00:00,股票,凯瑞德(002072.XSHE),买,市价单,110400股,3.97,438288,110400股,-,0,109.57,全部成交,2024-05-07 10:00:00
2024-05-07,10:00:00,股票,华斯股份(002494.XSHE),买,市价单,111300股,3.94,438522,111300股,-,0,109.63,全部成交,2024-05-07 10:00:00
2024-05-30,14:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-56300股,8.23,-463349,-56300股,-,24772,579.19,全部成交,2024-05-30 14:00:00
2024-06-04,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,26500股,8.72,231080,26500股,-,0,57.77,全部成交,2024-06-04 10:00:00
2024-06-04,10:00:00,股票,中设股份(002883.XSHE),买,市价单,25100股,9.2,230920,25100股,-,0,57.73,全部成交,2024-06-04 10:00:00
2024-06-04,10:00:00,股票,凯瑞德(002072.XSHE),卖,市价单,-110400股,3.38,-373152,-110400股,-,-65136,466.44,全部成交,2024-06-04 10:00:00
2024-06-04,10:00:00,股票,华斯股份(002494.XSHE),卖,市价单,-111300股,3.45,-383985,-111300股,-,-54537,479.98,全部成交,2024-06-04 10:00:00
2024-06-12,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-25100股,8.75,-219625,-25100股,-,-11295,274.53,全部成交,2024-06-12 10:00:00
2024-06-12,10:00:00,股票,凯瑞德(002072.XSHE),买,市价单,102600股,3.17,325242,102600股,-,0,81.31,全部成交,2024-06-12 10:00:00
2024-06-12,10:00:00,股票,华斯股份(002494.XSHE),买,市价单,98900股,3.29,325381,98900股,-,0,81.35,全部成交,2024-06-12 10:00:00
2024-06-12,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,31500股,10.33,325395,31500股,-,0,81.35,全部成交,2024-06-12 10:00:00
2024-06-18,10:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-26500股,10.81,-286465,-26500股,-,55385,358.08,全部成交,2024-06-18 10:00:00
2024-06-18,10:00:00,股票,青岛金王(002094.XSHE),买,市价单,149100股,1.92,286272,149100股,-,0,71.57,全部成交,2024-06-18 10:00:00
2024-07-01,10:00:00,股票,凯瑞德(002072.XSHE),卖,市价单,-102600股,2.82,-289332,-102600股,-,-35910,361.66,全部成交,2024-07-01 10:00:00
2024-07-02,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-31500股,10.12,-318780,-31500股,-,-6615,398.48,全部成交,2024-07-02 10:00:00
2024-07-02,10:00:00,股票,凯瑞德(002072.XSHE),买,市价单,102900股,2.95,303555,102900股,-,0,75.89,全部成交,2024-07-02 10:00:00
2024-07-02,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,32300股,9.39,303297,32300股,-,0,75.82,全部成交,2024-07-02 10:00:00
2024-07-09,10:00:00,股票,华斯股份(002494.XSHE),卖,市价单,-98900股,2.98,-294722,-98900股,-,-30659,368.4,全部成交,2024-07-09 10:00:00
2024-07-09,10:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-32300股,8.14,-262922,-32300股,-,-40375,328.65,全部成交,2024-07-09 10:00:00
2024-07-09,14:00:00,股票,青岛金王(002094.XSHE),卖,市价单,-149100股,2.07,-308637,-149100股,-,22365,385.8,全部成交,2024-07-09 14:00:00
2024-07-16,10:00:00,股票,华斯股份(002494.XSHE),买,市价单,96100股,3,288300,96100股,-,0,72.08,全部成交,2024-07-16 10:00:00
2024-07-16,10:00:00,股票,海象新材(003011.XSHE),买,市价单,24200股,11.92,288464,24200股,-,0,72.12,全部成交,2024-07-16 10:00:00
2024-07-16,10:00:00,股票,友邦吊顶(002718.XSHE),买,市价单,30700股,9.37,287659,30700股,-,0,71.91,全部成交,2024-07-16 10:00:00
2024-07-23,10:00:00,股票,友邦吊顶(002718.XSHE),卖,市价单,-30700股,9.55,-293185,-30700股,-,5526,366.48,全部成交,2024-07-23 10:00:00
2024-07-23,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,31200股,9.41,293592,31200股,-,0,73.4,全部成交,2024-07-23 10:00:00
2024-08-09,14:00:00,股票,凯瑞德(002072.XSHE),卖,市价单,-102900股,4.2,-432180,-102900股,-,128625,540.22,全部成交,2024-08-09 14:00:00
2024-08-13,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,86600股,4.98,431268,86600股,-,0,107.82,全部成交,2024-08-13 10:00:00
2024-08-20,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-31200股,9.65,-301080,-31200股,-,7488,376.35,全部成交,2024-08-20 10:00:00
2024-08-20,10:00:00,股票,友邦吊顶(002718.XSHE),买,市价单,30500股,9.86,300730,30500股,-,0,75.18,全部成交,2024-08-20 10:00:00
2024-08-27,10:00:00,股票,华斯股份(002494.XSHE),卖,市价单,-96100股,2.9,-278690,-96100股,-,-9610,348.36,全部成交,2024-08-27 10:00:00
2024-08-27,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,188100股,1.48,278388,188100股,-,0,69.6,全部成交,2024-08-27 10:00:00
2024-09-03,10:00:00,股票,海象新材(003011.XSHE),卖,市价单,-24200股,12.14,-293788,-24200股,-,5324,367.24,全部成交,2024-09-03 10:00:00
2024-09-03,10:00:00,股票,友邦吊顶(002718.XSHE),卖,市价单,-30500股,9.22,-281210,-30500股,-,-19520,351.51,全部成交,2024-09-03 10:00:00
2024-09-03,10:00:00,股票,皓宸医疗(002622.XSHE),买,市价单,192700股,1.49,287123,192700股,-,0,71.78,全部成交,2024-09-03 10:00:00
2024-09-03,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,29100股,9.84,286344,29100股,-,0,71.59,全部成交,2024-09-03 10:00:00
2024-09-11,14:00:00,股票,皓宸医疗(002622.XSHE),卖,市价单,-192700股,1.62,-312174,-192700股,-,25051,390.22,全部成交,2024-09-11 14:00:00
2024-09-18,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-29100股,8.95,-260445,-29100股,-,-25899,325.56,全部成交,2024-09-18 10:00:00
2024-09-19,10:00:00,股票,聚力文化(002247.XSHE),卖,市价单,-188100股,1.48,-278388,-188100股,-,0,347.98,全部成交,2024-09-19 10:00:00
2024-09-19,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,30900股,9.15,282735,30900股,-,0,70.68,全部成交,2024-09-19 10:00:00
2024-09-19,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,18800股,15.05,282940,18800股,-,0,70.74,全部成交,2024-09-19 10:00:00
2024-09-19,10:00:00,股票,天元股份(003003.XSHE),买,市价单,39200股,7.23,283416,39200股,-,0,70.85,全部成交,2024-09-19 10:00:00
2024-09-24,10:00:00,股票,天元股份(003003.XSHE),卖,市价单,-39200股,7.41,-290472,-39200股,-,7056,363.09,全部成交,2024-09-24 10:00:00
2024-09-24,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,190400股,1.53,291312,190400股,-,0,72.83,全部成交,2024-09-24 10:00:00
2024-09-30,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-30900股,10.86,-335574,-30900股,-,52839,419.47,全部成交,2024-09-30 10:00:00
2024-09-30,10:00:00,股票,聚力文化(002247.XSHE),卖,市价单,-190400股,1.78,-338912,-190400股,-,47600,423.64,全部成交,2024-09-30 10:00:00
2024-09-30,10:00:00,股票,天元股份(003003.XSHE),买,市价单,80100股,8.41,673641,80100股,-,0,168.41,全部成交,2024-09-30 10:00:00
2024-10-09,10:00:00,股票,大洋生物(003017.XSHE),卖,市价单,-18800股,18.76,-352688,-18800股,-,69748,440.86,全部成交,2024-10-09 10:00:00
2024-10-09,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,31000股,11.35,351850,31000股,-,0,87.96,全部成交,2024-10-09 10:00:00
2024-10-10,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-86600股,5.65,-489290,-86600股,-,58022,611.61,全部成交,2024-10-10 10:00:00
2024-10-10,10:00:00,股票,天元股份(003003.XSHE),卖,市价单,-80100股,8.59,-688059,-80100股,-,14418,860.07,全部成交,2024-10-10 10:00:00
2024-10-10,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-31000股,11.2,-347200,-31000股,-,-4650,434,全部成交,2024-10-10 10:00:00
2024-10-10,14:00:00,基金,银华日利(511880.XSHG),买,市价单,15000股,101.333,1519995,15000股,-,0,0,全部成交,2024-10-10 14:00:00
2024-10-15,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-15000股,101.418,-1521270,-15000股,-,1275,0,全部成交,2024-10-15 10:00:00
2024-10-15,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,88000股,5.77,507760,88000股,-,0,126.94,全部成交,2024-10-15 10:00:00
2024-10-15,10:00:00,股票,皮阿诺(002853.XSHE),买,市价单,63400股,8.01,507834,63400股,-,0,126.96,全部成交,2024-10-15 10:00:00
2024-10-15,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,28200股,17.98,507036,28200股,-,0,126.76,全部成交,2024-10-15 10:00:00
2024-10-22,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,600股,1.87,1122,600股,-,0,5,全部成交,2024-10-22 10:00:00
2024-10-29,10:00:00,股票,皮阿诺(002853.XSHE),卖,市价单,-63400股,9.05,-573770,-63400股,-,65936,717.21,全部成交,2024-10-29 10:00:00
2024-10-29,10:00:00,股票,大洋生物(003017.XSHE),卖,市价单,-28200股,19.1,-538620,-28200股,-,31584,673.28,全部成交,2024-10-29 10:00:00
2024-10-29,10:00:00,股票,国统股份(002205.XSHE),买,市价单,127400股,8.72,1110928,127400股,-,0,277.73,全部成交,2024-10-29 10:00:00
2024-10-29,14:00:00,股票,聚力文化(002247.XSHE),卖,市价单,-600股,2.43,-1458,-600股,-,336,6.46,全部成交,2024-10-29 14:00:00
2024-11-05,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-88000股,6.9,-607200,-88000股,-,99440,759,全部成交,2024-11-05 10:00:00
2024-11-05,10:00:00,股票,恒大高新(002591.XSHE),买,市价单,39100股,5.18,202538,39100股,-,0,50.63,全部成交,2024-11-05 10:00:00
2024-11-05,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,10600股,19,201400,10600股,-,0,50.35,全部成交,2024-11-05 10:00:00
2024-11-05,10:00:00,股票,天元股份(003003.XSHE),买,市价单,21900股,9.24,202356,21900股,-,0,50.59,全部成交,2024-11-05 10:00:00
2024-11-12,10:00:00,股票,国统股份(002205.XSHE),卖,市价单,-127400股,9.77,-1244698,-127400股,-,133770,1555.87,全部成交,2024-11-12 10:00:00
2024-11-19,10:00:00,股票,国统股份(002205.XSHE),买,市价单,48100股,8.62,414622,48100股,-,0,103.66,全部成交,2024-11-19 10:00:00
2024-11-19,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,60800股,6.82,414656,60800股,-,0,103.66,全部成交,2024-11-19 10:00:00
2024-11-19,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,32300股,12.84,414732,32300股,-,0,103.68,全部成交,2024-11-19 10:00:00
2024-11-26,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-32300股,13.56,-437988,-32300股,-,23256,547.48,全部成交,2024-11-26 10:00:00
2024-12-03,10:00:00,股票,天元股份(003003.XSHE),卖,市价单,-21900股,10.25,-224475,-21900股,-,22119,280.59,全部成交,2024-12-03 10:00:00
2024-12-03,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-60800股,7.42,-451136,-60800股,-,36480,563.92,全部成交,2024-12-03 10:00:00
2024-12-10,10:00:00,股票,天元股份(003003.XSHE),买,市价单,104400股,10.65,1111860,104400股,-,0,277.97,全部成交,2024-12-10 10:00:00
2024-12-13,14:00:00,股票,国统股份(002205.XSHE),卖,市价单,-48100股,10.55,-507455,-48100股,-,92833,634.32,全部成交,2024-12-13 14:00:00
2024-12-17,10:00:00,股票,国统股份(002205.XSHE),买,市价单,50100股,10.11,506511,50100股,-,0,126.63,全部成交,2024-12-17 10:00:00
2024-12-24,10:00:00,股票,国统股份(002205.XSHE),卖,市价单,-50100股,9.5,-475950,-50100股,-,-30561,594.94,全部成交,2024-12-24 10:00:00
2024-12-24,10:00:00,股票,天顺股份(002800.XSHE),买,市价单,23100股,10.29,237699,23100股,-,0,59.42,全部成交,2024-12-24 10:00:00
2024-12-24,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,19100股,12.43,237413,19100股,-,0,59.35,全部成交,2024-12-24 10:00:00
2024-12-24,10:00:00,股票,天元股份(003003.XSHE),卖,市价单,-104400股,9.35,-976140,-104400股,-,-135720,1220.18,全部成交,2024-12-24 10:00:00
2024-12-31,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-19100股,12.64,-241424,-19100股,-,4011,301.78,全部成交,2024-12-31 10:00:00
2024-12-31,10:00:00,股票,国统股份(002205.XSHE),买,市价单,134800股,9.02,1215896,134800股,-,0,303.97,全部成交,2024-12-31 10:00:00
2025-01-02,14:50:00,股票,恒大高新(002591.XSHE),卖,市价单,-39100股,4.88,-190808,-39100股,-,-11730,238.51,全部成交,2025-01-02 14:50:00
2025-01-02,14:50:00,股票,大洋生物(003017.XSHE),卖,市价单,-10600股,18.33,-194298,-10600股,-,-7102,242.87,全部成交,2025-01-02 14:50:00
2025-01-02,14:50:00,股票,天顺股份(002800.XSHE),卖,市价单,-23100股,10.12,-233772,-23100股,-,-3927,292.21,全部成交,2025-01-02 14:50:00
2025-01-02,14:50:00,股票,国统股份(002205.XSHE),卖,市价单,-134800股,8.61,-1160628,-134800股,-,-55268,1450.78,全部成交,2025-01-02 14:50:00
2025-01-07,10:00:00,基金,银华日利(511880.XSHG),买,市价单,17700股,100.085,1771504.5,17700股,-,0,0,全部成交,2025-01-07 10:00:00
2025-02-06,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-17700股,100.195,-1773451.5,-17700股,-,1947,0,全部成交,2025-02-06 10:00:00
2025-02-06,10:00:00,股票,恒大高新(002591.XSHE),买,市价单,60000股,4.94,296400,60000股,-,0,74.1,全部成交,2025-02-06 10:00:00
2025-02-06,10:00:00,股票,国统股份(002205.XSHE),买,市价单,36000股,8.23,296280,36000股,-,0,74.07,全部成交,2025-02-06 10:00:00
2025-02-06,10:00:00,股票,天顺股份(002800.XSHE),买,市价单,28700股,10.31,295897,28700股,-,0,73.97,全部成交,2025-02-06 10:00:00
2025-02-06,10:00:00,股票,贝肯能源(002828.XSHE),买,市价单,34700股,8.53,295991,34700股,-,0,74,全部成交,2025-02-06 10:00:00
2025-02-06,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,14400股,20.47,294768,14400股,-,0,73.69,全部成交,2025-02-06 10:00:00
